id,version,url,title,salary_from,salary_to,experience_from,experience_to,description,company_id,source_id,publicated_at
180,1,https://rabota.sber.ru/search/4190426,Customer Journey Expert (CJE менеджер),,,,,,1,1,2023-11-02
181,1,https://rabota.sber.ru/search/4204789,Бизнес аналитик Private Banking,,,,,,1,1,2023-10-26
182,1,https://rabota.sber.ru/search/4216102,Дизайнер UX/UI,,,,,,1,1,2023-10-26
183,1,https://rabota.sber.ru/search/4211402,Middle Системный аналитик,,,,,,1,1,2023-10-23
184,4,https://rabota.sber.ru/search/4218630,Senior UX/UI designer,,,,,,1,1,2023-10-12
185,1,https://rabota.sber.ru/search/4224373,Менеджер по клиентскому опыту,,,,,,1,1,2023-11-01
186,1,https://rabota.sber.ru/search/4223272,Системный аналитик,,,,,,1,1,2023-10-24
187,1,https://rabota.sber.ru/search/4225052,Дизайнер интерфейсов продуктов Автоиндустрии,,,,,,1,1,2023-11-01
188,1,https://rabota.sber.ru/search/4219178,Бизнес-аналитик_У,,,,,,1,1,2023-10-18
189,1,https://rabota.sber.ru/search/4209509,Product дизайнер (Главный инженер,,,,,,1,1,2023-10-16
190,1,https://rabota.sber.ru/search/4209493,Product designer,,,,,,1,1,2023-10-17
191,1,https://rabota.sber.ru/search/4223748,Senior Frontend Developer,,,,,,1,1,2023-10-25
192,1,https://rabota.sber.ru/search/4222850,Руководитель мобильной разработки (VoIP приложение),,,,,,1,1,2023-10-27
193,1,https://rabota.sber.ru/search/4223066,Руководитель разработки Desktop,,,,,,1,1,2023-10-27
194,1,https://rabota.sber.ru/search/4225412,Системный аналитик,,,,,,1,1,2023-10-31
195,1,https://rabota.sber.ru/search/4222584,Java developer,,,,,,1,1,2023-10-23
196,1,https://rabota.sber.ru/search/4222446,CJE продуктов Автоиндустрии,,,,,,1,1,2023-10-30
197,1,https://rabota.sber.ru/search/4194338,Senior Frontend разработчик Сберконтакт,,,,,,1,1,2023-10-25
198,1,https://rabota.sber.ru/search/4222067,Системный аналитик (Confirmation platform),,,,,,1,1,2023-10-25
199,1,https://rabota.sber.ru/search/4168219,Frontend Developer vue.js,,,,,,1,1,2023-10-25
200,1,https://rabota.sber.ru/search/4219456,System Analytic (Identity),,,,,,1,1,2023-10-23
201,1,https://rabota.sber.ru/search/4222185,Бизнес-аналитик сервисов антифрода,,,,,,1,1,2023-10-20
202,1,https://rabota.sber.ru/search/4218630,Lead UX/UI дизайнер,,,,,,1,1,2023-10-12
203,1,https://rabota.sber.ru/search/4201204,Middle Frontend developer,,,,,,1,1,2023-10-13
204,1,https://rabota.sber.ru/search/4209709,Fullstack developer,,,,,,1,1,2023-10-26
205,1,https://rabota.sber.ru/search/4227196,Системный аналитик (Бизнес-почта),,,,,,1,1,2023-11-07
206,1,https://rabota.sber.ru/search/4200405,Frontend senior,,,,,,1,1,2023-10-11
207,1,https://rabota.sber.ru/search/4224192,Продуктовый дизайнер UX/UI СберКидс,,,,,,1,1,2023-10-27
208,1,https://rabota.sber.ru/search/4201203,Middle Java developer,,,,,,1,1,2023-11-03
209,1,https://rabota.sber.ru/search/4213616,Senior Frontend developer (Platform),,,,,,1,1,2023-11-02
210,1,https://rabota.sber.ru/search/4226889,Бизнес-аналитик на интеграцию банковских продуктов с системой фрод-мониторинга,,,,,,1,1,2023-11-07
211,1,https://rabota.sber.ru/search/4223396,Lead/Senior QA automation,,,,,,1,1,2023-10-25
212,1,https://rabota.sber.ru/search/4204799,Системный аналитик (малый и микро бизнес),,,,,,1,1,2023-10-30
213,1,https://rabota.sber.ru/search/4211198,Системный аналитик,,,,,,1,1,2023-10-27
214,1,https://rabota.sber.ru/search/4221184,UI/UX дизайнер,,,,,,1,1,2023-10-18
215,1,https://rabota.sber.ru/search/4226385,QA engineer (java),,,,,,1,1,2023-11-03
216,1,https://rabota.sber.ru/search/4192754,Системный аналитик (СберИнвестор),,,,,,1,1,2023-10-30
217,1,https://rabota.sber.ru/search/4201246,Системный аналитик (СберИнвестор),,,,,,1,1,2023-10-17
218,1,https://rabota.sber.ru/search/4214445,Middle/Senior Manual QA engineer (SberCIB Terminal),,,,,,1,1,2023-10-24
219,1,https://rabota.sber.ru/search/4223584,QA engineer (Java),,,,,,1,1,2023-10-25
